191199		9742.0		9742.0
191200		9884.0		9884.0
191201		9038.0		9038.0
191202		9228.0		9228.0
191203		9883.0		9883.0
191204		9889.0		9889.0
191205		9763.0		9763.0
191206		9901.0		9901.0
191207		9904.0		9904.0
191208		9934.0		9934.0
191209		9892.0		9892.0
191210		9891.0		9891.0
191211		9991.0		9991.0
191212		9999.0		9999.0
191213		4675.0		4675.0
191214		4918.0		4918.0
191215		9892.0		9892.0
191216		3701.0		3701.0
191217		4558.0		4558.0
191218		9243.0		9243.0
191219		8735.0		8735.0
191220		8766.0		8766.0
191221		9398.0		9398.0
191222		4676.0		4676.0
191223		4932.0		4932.0
191224		9888.0		9888.0
191225		4864.0		4864.0
191226		4949.0		4949.0
191227		9942.0		9942.0
191228		9439.0		9439.0
191229		9807.0		9807.0
191230		7787.0		7787.0
191231		8418.0		8418.0
191232		9817.0		9817.0
191233		9880.0		9880.0
191234		9991.0		9991.0
191235		10000.0		10000.0
191236		4176.0		4176.0
191237		4900.0		4900.0
191238		9888.0		9888.0
191239		1789.0		1789.0
191240		3995.0		3995.0
191241		8370.0		8370.0
191242		6090.0		6090.0
191243		6419.0		6419.0
191244		8371.0		8371.0
203883		24961.0		24961.0
203884		43518.0		43518.0
203885		34652.0		34652.0
203886		43485.0		43485.0
203887		43047.0		43047.0
203888		49587.0		49587.0
203889		16305.0		16305.0
203890		20742.0		20742.0
203891		46054.0		46054.0
167740		70121.0		16662.1001886
167741		68262.0		16858.8001749
167742		68056.0		24240.4001309
180534		59025.0		12950.7001645
180535		53189.0		12710.5001379
180536		64759.0		16681.1001559
167761		118900.0		25115.3003411
167762		112203.0		24913.5003098
167763		309192.0		75410.7007866
167770		125510.0		25827.4003668
167771		121653.0		25741.8003485
167772		255378.0		57970.5006926
167779		322167.0		65317.5009513
167780		77848.0		15998.9002277
167781		161567.0		34754.2004573
167788		9383.0		1891.90002781
167789		9399.0		1906.80002774
167790		38006.0		7943.20010987
167743		47280.0		10062.7001352
167744		49050.0		10862.8001359
167745		0		0
180537		641.0		133.000001863
180538		483.0		106.200001344
180539		1500.0		364.200003833
167764		129985.0		27849.800369
167765		131194.0		29610.5003575
167766		194866.0		48804.8004831
167773		326029.0		67265.9009512
167774		330644.0		70587.1009411
167775		961452.0		219606.602594
167782		198638.0		40283.8005865
167783		198182.0		40828.9005788
167784		398179.0		85964.6011238
167791		99900.0		20133.6002962
167792		199846.0		40566.2005897
167793		198900.0		41627.1005744
167746		38642.0		8362.20010981
167747		36482.0		8127.10010083
167748		14155.0		3842.10003407
180540		55876.0		11835.80016
180541		14392.0		3155.90004013
180542		12449.0		3023.8000318
167767		96164.0		20560.9002734
167768		86826.0		19335.6002392
167769		278491.0		69464.9006932
167776		147797.0		30529.6004308
167777		143802.0		30641.7004099
167778		312893.0		71637.4008425
167785		369073.0		74843.0010897
167786		91423.0		18825.2002671
167787		187087.0		40414.1005278
167794		9757.0		1971.20002888
167795		9764.0		1985.20002878
167796		39216.0		8203.50011329
167749		51812.0		11092.3001476
167750		8589.0		2092.50002238
167751		5829.0		1508.10001452
167797		127118.0		26407.3003691
167798		33692.0		7428.10009356
167799		30711.0		7028.70008272
167809		152716.0		31276.4004478
167810		34937.0		7500.70009902
167811		33866.0		7495.30009376
167821		86391.0		17491.2002553
167822		33547.0		7009.100097
167823		32712.0		7007.70009287
167833		7976.0		1606.90002365
167834		8282.0		1694.20002431
167835		32883.0		6882.90009496
167752		37316.0		7890.00010717
167753		8310.0		1984.70002183
167754		6050.0		1557.50001498
167800		98184.0		20869.2002804
167801		37677.0		8925.00009848
167802		37512.0		9425.40009269
167812		180931.0		37277.6005284
167813		47211.0		10384.8001313
167814		47562.0		10883.4001281
167824		99264.0		20127.3002931
167825		79586.0		16703.2002294
167826		39761.0		8612.50011194
167836		19970.0		4022.80005923
167837		9989.0		2057.80002917
167838		39953.0		8363.80011536
167755		21276.0		4591.30006054
167756		4488.0		1147.40001142
167757		3120.0		902.300007239
167803		43198.0		9086.3001243
167804		14833.0		3438.20003952
167805		14538.0		3585.30003659
167815		91837.0		18909.5002683
167816		24063.0		5304.60006683
167817		24231.0		5572.800065
167827		73587.0		14909.1002174
167828		30096.0		6317.40008673
167829		30200.0		6554.50008489
167839		8872.0		1786.10002632
167840		8965.0		1844.60002621
167841		35979.0		7551.60010369
167758		79409.0		16759.3002283
167759		17920.0		4292.2000469
167760		12774.0		3225.70003192
167806		282004.0		59890.1008058
167807		81237.0		19284.0002119
167808		81076.0		20343.5002006
167818		374416.0		77139.5010934
167819		72777.0		15974.4002028
167820		73134.0		16733.700197
167830		798094.0		161727.202358
167831		99950.0		20977.9002881
167832		399711.0		86428.8011268
167842		39989.0		8053.90011862
167843		39999.0		8219.70011702
167844		149996.0		31398.4004331
110351		12433.0		12433.0
110401		6778618.0		6778618.0
110302		205015.0		205015.0
110070		217603.0		0.00924561893987
110071		199285.0		0.00497495309756
110305		225112.0		225112.0
161805		25635.0		25635.0
161849		31556.0		31556.0
161827		24699.0		24699.0
129170		39136.0		39136.0
129171		257021.0		257021.0
129178		584590.0		584590.0
129200		16204.0		16204.0
129201		82132.0		82132.0
129202		327871.0		327871.0
129203		1045074.0		1045074.0
129204		731242.0		731242.0
129205		735629.0		735629.0
129206		849967.0		849967.0
129207		96696.0		96696.0
129208		98478.0		98478.0
147910		3569.0		3569.0
147911		13843.0		543507.795554
147912		53743.0		479277.071542
147913		206708.0		6384514.49454
147914		328511.0		9083481.47077
147915		453550.0		5258726.47133
147916		481769.0		4434089.24857
147917		492400.0		492400.0
