167740		1498600.0		435558.703566
167741		1227800.0		374385.702605
167742		2993100.0		1679268.80294
167743		1498300.0		436046.303563
167744		1499000.0		431375.303303
167745		2975400.0		1667544.30293
167746		1498500.0		435901.203564
167747		1498800.0		445588.803234
167748		1498400.0		840198.301474
167758		2695000.0		734598.806566
167759		675000.0		320592.400913
167760		679200.0		381595.100672
117050		29865600.0		29865600.0
189343		15000.0		19.2424486158
189344		15000.0		19.2389980657
189345		14900.0		19.128170691
